AT,V,AP,RH,PE,PE_Label
0.40198300283286126,0.22259786476868326,0.6768126701311559,0.7084450402144773,461.33,3
0.5498583569405099,0.32153024911032024,0.4471665429349194,0.4760053619302949,448.06,2
0.3300283286118981,0.34430604982206403,0.5350160851274453,0.3276139410187668,474.6,4
0.2147308781869689,0.2624555160142349,0.8970551843603118,0.6934316353887402,473.05,4
0.8288951841359774,0.8565836298932384,0.43776292996783184,0.24262734584450402,432.06,2
0.3118980169971672,0.23594306049822056,0.6389507547636732,0.780697050938338,467.41,3
0.8713881019830029,0.9530249110320285,0.46300420687948574,0.5483914209115281,430.12,2
0.17847025495750707,0.299288256227758,0.5426874536005961,0.9052278820375337,473.62,4
0.3430594900849859,0.24964412811387904,0.49616431576342634,0.7367292225201072,471.81,4
0.6014164305949009,0.6062277580071175,0.4291017074981447,0.5821715817694371,442.99,2
0.7223796033994334,0.6953736654804269,0.5384805741153187,0.4250670241286864,442.77,2
0.1161473087818697,0.24857651245551593,0.4278643900024761,0.9379356568364612,491.49,5
0.6643059490084987,0.6355871886120995,0.5144766146993334,0.6187667560321717,447.46,2
0.7410764872521247,0.595729537366548,0.23162583518931257,0.4332439678284183,446.11,2
0.6875354107648726,0.4793594306049821,0.34991338777530245,0.5064343163538876,442.44,2
0.7705382436260624,0.7179715302491102,0.5127443702053966,0.3017426273458445,446.22,2
0.2937677053824363,0.2622775800711744,0.5884682009403619,0.8888739946380699,471.49,4
0.33852691218130315,0.3649466192170818,0.3959415986142041,0.8272117962466488,463.5,3
0.6711048158640227,0.5948398576512456,0.5723830734966597,0.520643431635389,440.01,2
0.7492917847025496,0.711387900355872,0.5362534026231138,0.23914209115281498,441.03,2
0.5546742209631729,0.6690391459074733,0.6582529076961166,0.6257372654155495,452.68,3
0.15439093484419264,0.2727758007117437,0.6815144766147014,0.8667560321715819,474.91,4
0.2473087818696884,0.154270462633452,0.6389507547636732,0.6493297587131368,478.77,4
0.7337110481586403,0.8715302491103202,0.12991833704528588,0.620509383378016,434.2,2
0.603399433427762,0.7640569395017792,0.6171739668398928,0.8184986595174264,437.91,2
0.1614730878186969,0.2784697508896796,0.7849542192526577,0.9631367292225201,477.61,4
0.698300283286119,0.8774021352313167,0.5879732739420938,0.7892761394101877,431.65,2
0.779886685552408,0.8715302491103202,0.1408067310071779,0.7505361930294907,430.57,2
0.24107648725212472,0.30106761565836304,0.3942093541202709,0.6715817694369974,481.09,4
0.5929178470254958,0.6345195729537366,0.4125216530561744,0.7218498659517427,445.56,2
0.33059490084985843,0.25782918149466194,0.49047265528334805,0.4470509383378016,475.74,4
0.671671388101983,0.7898576512455516,0.43231873298688583,0.8646112600536195,435.12,2
0.560056657223796,0.7453736654804269,0.6062855728780008,0.7163538873994639,446.15,2
0.7322946175637395,0.9163701067615658,0.20836426627072413,0.5886058981233244,436.64,2
0.7124645892351276,0.7845195729537365,0.5196733481811435,0.34731903485254695,436.69,2
0.29688385269121814,0.299288256227758,0.5850037119524885,0.7717158176943699,468.75,3
0.39801699716713884,0.31423487544483986,0.4773570898292512,0.19798927613941025,466.6,3
0.341643059490085,0.3508896797153024,0.7802524127691193,0.7524128686327078,465.48,3
0.6311614730878188,0.8597864768683275,0.5454095520910656,0.924798927613941,441.34,2
0.5280453257790368,0.7845195729537365,0.4860183122989383,0.888069705093834,441.83,2
0.37563739376770544,0.2480427046263345,0.646127196238556,0.5101876675603216,464.7,3
0.8756373937677054,0.7898576512455516,0.41351150705271067,0.3189008042895443,437.99,2
0.4651558073654392,0.597864768683274,0.5607522890373673,0.5904825737265416,459.12,3
0.9560906515580737,0.7754448398576511,0.33828260331601,0.17680965147453082,429.69,1
0.46883852691218136,0.4638790035587188,0.43751546646869954,0.8660857908847186,459.8,3
0.6951841359773372,0.6884341637010675,0.4187082405345208,0.7463806970509383,433.63,2
0.6830028328611899,0.6332740213523133,0.5377381836179183,0.30697050938337805,442.84,2
0.17563739376770537,0.290035587188612,0.5345211581291771,0.6857908847184988,485.13,4
0.5048158640226629,0.4868327402135231,0.796832467211086,0.3431635388739946,459.12,3
0.5158640226628896,0.7466192170818503,0.47414006434051004,0.6806970509383379,445.31,2
0.2342776203966006,0.27330960854092523,0.7376886909180911,0.5595174262734584,480.8,4
0.7201133144475922,0.7316725978647688,0.30536995793120525,0.35951742627345856,432.55,2
0.6107648725212466,0.6834519572953736,0.5080425637218511,0.6820375335120643,443.86,2
0.47960339943342783,0.6023131672597865,0.6288047512991852,0.884584450402145,449.77,2
0.368271954674221,0.3261565836298932,0.6013363028953265,0.6211796246648795,470.71,4
0.6031161473087819,0.46156583629893233,0.47117050235090474,0.7304289544235925,452.17,3
0.2524079320113315,0.2850533807829182,0.7104677060133646,0.5121983914209116,478.29,4
0.7832861189801701,0.8288256227758005,0.3481811432813693,0.4919571045576408,428.54,1
0.17818696883852692,0.27188612099644127,0.6872061370947797,0.8509383378016087,478.27,4
0.7218130311614731,0.6637010676156582,0.36476119772333604,0.4351206434316354,439.58,2
0.43314447592068,0.4329181494661921,0.3127938629052238,0.7541554959785524,457.32,3
0.2742209631728046,0.3352313167259787,0.6409304627567458,0.8790884718498662,475.51,4
0.619830028328612,0.7158362989323844,0.4444444444444464,0.8493297587131368,439.66,2
0.33144475920679894,0.27633451957295374,0.44889878742885614,0.7945040214477213,471.99,4
0.22181303116147316,0.248932384341637,0.549616431576343,0.8873994638069707,479.81,4
0.6753541076487253,0.9530249110320285,0.4439495174461783,0.8176943699731904,434.78,2
0.5603399433427763,0.6496441281138788,0.45261073991586187,0.42426273458445046,446.58,2
0.7413597733711049,0.5866548042704626,0.520415738678544,0.3845844504021448,437.76,2
0.48130311614730886,0.25551601423487535,0.20663202177679096,0.5126005361930295,459.36,3
0.46657223796034003,0.34430604982206403,0.5963870329126486,0.10924932975871321,462.28,3
0.3325779036827196,0.32241992882562265,0.5738678544914642,0.5588471849865952,464.33,3
0.6,0.37099644128113873,0.440979955456573,0.4631367292225202,444.36,2
0.6269121813031162,0.6055160142348753,0.5303142786439032,0.6567024128686327,438.64,2
0.33796033994334285,0.154270462633452,0.6384558277654087,0.5600536193029491,470.49,4
0.5521246458923513,0.2800711743772242,0.22197475872308914,0.2304289544235925,455.13,3
0.7288951841359774,0.7396797153024911,0.5981192774065818,0.397319034852547,450.22,3
0.651558073654391,0.6827402135231316,0.40707745607523194,0.7781501340482575,440.43,2
0.08951841359773373,0.31120996441281135,0.5228903736698847,0.8474530831099196,482.98,4
0.379886685552408,0.45409252669039146,0.5270972531551621,0.9994638069705095,460.44,3
0.6252124645892352,0.5131672597864769,0.4929472902746852,0.5222520107238606,444.97,2
0.8838526912181304,0.7706405693950177,0.3046275674338048,0.346514745308311,433.94,2
0.6847025495750709,0.8508896797153026,0.47983172482058833,0.8072386058981234,439.73,2
0.7470254957507083,0.8633451957295372,0.32170254887404326,0.668230563002681,434.48,2
0.5626062322946176,0.6313167259786477,0.6196486018312299,0.7516085790884719,442.33,2
0.44929178470254966,0.351067615658363,0.5288294976490988,0.35335120643431644,457.67,3
0.5541076487252126,0.576512455516014,0.6411779262558781,0.597319034852547,454.66,3
0.7614730878186969,0.7453736654804269,0.6142044048502875,0.37895442359249326,432.21,2
0.41926345609065163,0.32758007117437726,0.4790893343231879,0.6926273458445042,457.66,3
0.7393767705382437,0.6832740213523131,0.430091561494681,0.5376675603217158,435.21,2
0.5427762039660057,0.3927046263345195,0.3650086612224719,0.6115281501340484,448.22,2
0.2546742209631729,0.290035587188612,0.5171987131898064,0.7560321715817695,475.51,4
0.5325779036827195,0.6681494661921706,0.5035882207374414,0.7235924932975872,446.53,2
0.6696883852691219,0.5686832740213522,0.46547884187082644,0.28860589812332443,441.3,2
0.8031161473087819,0.7825622775800712,0.3657510517198723,0.4306970509383378,433.54,2
0.09008498583569406,0.24341637010676154,0.6820094036129696,0.7148793565683647,472.52,4
0.2464589235127479,0.3455516014234875,0.48750309329374275,0.8006702412868634,474.77,4
0.9059490084985836,0.7774021352313166,0.216035634743875,0.19530831099195717,435.1,2
0.5532577903682719,0.6128113879003557,0.5946547884187083,0.690348525469169,450.74,3
0.611614730878187,0.7064056939501778,0.5303142786439032,0.5605898123324398,442.7,2
0.8611898016997168,0.7612099644128113,0.2585993565949032,0.49436997319034853,426.56,1
0.3526912181303117,0.30177935943060497,0.5718881464983916,0.6953083109919573,463.71,3
0.7337110481586403,0.7396797153024911,0.5929225439247716,0.44517426273458455,447.06,2
0.5705382436260623,0.576512455516014,0.6218757733234348,0.56514745308311,452.27,3
0.6784702549575071,0.686476868327402,0.6335065577827272,0.22225201072386064,445.78,2
0.6195467422096318,0.7640569395017792,0.6196486018312299,0.7855227882037534,438.65,2
0.18328611898017,0.27419928825622775,0.46176688938381716,0.8609919571045579,480.15,4
0.6127478753541077,0.6612099644128114,0.5832714674585517,0.5583109919571045,447.19,2
0.6660056657223796,0.4101423487544483,0.38554813165058377,0.6243967828418231,443.04,2
0.0603399433427762,0.25871886120996435,0.3754021281860922,0.9642091152815013,488.81,4
0.4388101983002834,0.576512455516014,0.5783221974758739,0.8335120643431635,455.75,3
0.4643059490084986,0.42758007117437724,0.6419203167532821,0.9482573726541557,455.86,3
0.5558073654390935,0.3845195729537366,0.5209106656768157,0.47841823056300276,457.68,3
0.264872521246459,0.2613879003558718,0.5459044790893373,0.8420911528150135,479.11,4
0.8093484419263457,0.8683274021352311,0.360059391239794,0.6596514745308311,432.84,2
0.6104815864022664,0.6612099644128114,0.5763424894828013,0.5713136729222521,448.37,2
0.563172804532578,0.3930604982206406,0.3630289532293993,0.6922252010723862,447.06,2
0.6178470254957508,0.42437722419928825,0.5248700816629572,0.32144772117962467,443.53,2
0.568271954674221,0.642170818505338,0.4513734224201933,0.8935656836461128,445.21,2
0.7773371104815865,0.7322064056939502,0.5602573620390991,0.1084450402144772,441.7,2
0.5161473087818698,0.7384341637010675,0.49888641425389935,0.5231903485254692,450.93,3
0.46260623229461767,0.43451957295373667,0.2489482801286833,0.9990616621983917,451.44,3
0.6351274787535411,0.5610320284697509,0.48082157881712817,0.569436997319035,441.29,2
0.46175637393767716,0.346797153024911,0.5342736946300448,0.3134048257372654,458.85,3
0.13484419263456093,0.32544483985765116,0.6273199703043808,0.6556300268096515,481.46,4
0.30453257790368277,0.32117437722419917,0.5949022519178442,0.74343163538874,467.19,3
0.32832861189801704,0.28861209964412804,0.6832467211086382,0.6113941018766758,461.54,3
0.7164305949008499,0.4889679715302492,0.33135362534026314,0.3792225201072386,439.08,2
0.353257790368272,0.30925266903914594,0.8883939618906211,0.6046916890080429,467.22,3
0.4101983002832862,0.3377224199288257,0.6582529076961166,0.45308310991957107,468.8,3
0.8337110481586403,0.8295373665480427,0.29126453848057565,0.42372654155495987,426.93,1
0.24815864022662892,0.2201067615658362,0.7787676317743113,0.5995978552278822,474.65,4
0.3396600566572239,0.3354092526690391,0.7433803513981694,0.7749329758713139,468.97,3
0.6654390934844193,0.8224199288256228,0.4278643900024761,0.8284182305630028,433.97,2
0.4603399433427762,0.4412811387900355,0.4115317990596381,0.9990616621983917,450.53,3
0.6688385269121814,0.5992882562277578,0.4724078198465733,0.5793565683646114,444.51,2
0.37563739376770544,0.2727758007117437,0.5543182380598886,0.6088471849865953,469.03,3
0.281586402266289,0.8145907473309607,0.6550358822073754,0.6718498659517429,466.56,3
0.5218130311614732,0.4749110320284696,0.47661469933185074,0.2939678284182306,457.57,3
0.7223796033994334,0.6081850533807828,0.33036377134372685,0.6223860589812331,440.13,2
0.7580736543909349,0.7914590747330962,0.26429101707498504,0.5494638069705093,433.24,2
0.45580736543909356,0.32669039145907464,0.38975501113585764,0.6591152815013406,452.55,3
0.6237960339943343,0.8186832740213522,0.22642910170749886,0.5257372654155497,443.29,2
0.7396600566572239,0.8830960854092526,0.3113090819104194,0.6644772117962467,431.76,2
0.43994334277620406,0.3455516014234875,0.36921554070774576,0.41313672922252015,454.97,3
0.4569405099150143,0.6709964412811388,0.4832962138084653,0.9221179624664879,456.7,3
0.13002832861189806,0.25871886120996435,0.3677307597129449,0.8175603217158178,486.03,4
0.2824362606232295,0.25978647686832745,0.45731254639940744,0.7693029490616623,472.79,4
0.523229461756374,0.5674377224199288,0.4263796090076717,0.8426273458445042,452.03,3
0.5447592067988669,0.5131672597864769,0.47933679782232375,0.8049597855227884,443.41,2
0.660056657223796,0.7466192170818503,0.5345211581291771,0.4400804289544236,441.93,2
0.8065155807365441,0.8117437722419928,0.36179163573373074,0.6530831099195711,432.64,2
0.17932011331444764,0.19359430604982208,0.5013610492452365,0.8349865951742628,480.25,4
0.42634560906515584,0.253914590747331,0.28656273199703364,0.7766756032171582,466.68,3
0.1257790368271955,0.26174377224199286,0.6755753526354908,0.5319034852546916,494.39,5
0.5818696883852692,0.5170818505338078,0.4842860678050016,0.6628686327077751,454.72,3
0.4580736543909349,0.5603202846975089,0.47983172482058833,0.7903485254691689,448.71,2
0.5490084985835695,0.3046263345195729,0.5082900272209869,0.7367292225201072,469.76,3
0.5419263456090653,0.347508896797153,0.41450136104924695,0.6646112600536194,450.71,3
0.6351274787535411,0.5948398576512456,0.41846077703538853,0.6727882037533512,444.01,2
0.49206798866855533,0.5843416370106761,0.608017817371941,0.6857908847184988,453.2,3
0.5402266288951841,0.5781138790035586,0.48255382331106134,0.8030831099195712,450.87,3
0.6192634560906517,0.6850533807829181,0.6627072506805263,0.43418230563002685,441.73,2
0.34872521246458926,0.2519572953736655,0.6315268497896582,0.7072386058981233,465.09,3
0.6634560906515581,0.6987544483985765,0.685473892600843,0.3571045576407507,447.28,2
0.13399433427762042,0.24857651245551593,0.4615194258846813,0.9132707774798929,491.16,5
0.5175637393767705,0.6612099644128114,0.6211333828260344,0.6726541554959786,450.98,3
0.6475920679886686,0.6797153024911032,0.5162088591932701,0.5630026809651476,446.3,2
0.7368271954674221,0.9676156583629892,0.38307349665924306,0.5884718498659518,436.48,2
0.3892351274787536,0.2966192170818506,0.6067804998762689,0.6571045576407506,460.84,3
0.6359773371104817,0.7855871886120996,0.5082900272209869,0.370911528150134,442.56,2
0.32974504249291786,0.2870106761565836,0.6755753526354908,0.8466487935656837,467.3,3
0.2620396600566573,0.27188612099644127,0.7072506805246235,0.9463806970509383,479.13,4
0.6543909348441926,0.4793594306049821,0.3917347191289302,0.5723860589812333,441.15,2
0.5830028328611898,0.5992882562277578,0.46745854986389546,0.8154155495978554,445.52,2
0.2872521246458924,0.2727758007117437,0.5624845335313076,0.8013404825737267,475.4,4
0.3694050991501417,0.2727758007117437,0.544914625092801,0.6310991957104559,469.3,3
0.23512747875354112,0.2893238434163701,0.6008413758970548,0.9686327077747989,463.57,3
0.6192634560906517,0.7706405693950177,0.34199455580302285,0.6924932975871314,445.32,2
0.4059490084985837,0.3354092526690391,0.6797822321207647,0.737667560321716,461.03,3
0.3767705382436261,0.31619217081850537,0.54689433308587,0.2861930294906166,466.74,3
0.6325779036827196,0.6140569395017793,0.6330116307844627,0.4316353887399464,444.04,2
0.8008498583569406,0.7453736654804269,0.6114823063598145,0.369034852546917,434.01,2
0.36713881019830036,0.3476868327402135,0.6832467211086382,0.7875335120643432,465.23,3
0.7305949008498585,0.7825622775800712,0.4142538975501111,0.6168900804289545,440.6,2
0.3422096317280454,0.3466192170818506,0.7614451868349441,0.9036193029490618,466.74,3
0.7093484419263457,0.8939501779359428,0.6072754268745371,0.6567024128686327,433.48,2
0.30028328611898025,0.2775800711743772,0.7540212818609291,0.7158176943699732,473.59,4
0.3192634560906516,0.29145907473309607,0.6894333085869846,0.5211796246648794,474.81,4
0.484985835694051,0.33274021352313166,0.6109873793615463,0.5719839142091154,454.75,3
0.5294617563739377,0.4329181494661921,0.41351150705271067,0.6065683646112601,452.94,3
0.8189801699716714,0.7788256227758005,0.4219252660232655,0.48391420911528155,435.83,2
0.16260623229461757,0.24661921708185053,0.5355110121257134,0.6997319034852549,482.19,4
0.3308781869688386,0.34003558718861204,0.9297203662459808,0.5888739946380697,466.66,3
0.3912181303116148,0.26263345195729526,0.4983914872556312,0.947721179624665,462.59,3
0.6512747875354108,0.6987544483985765,0.6879485275921837,0.4045576407506703,447.82,2
0.23286118980169973,0.2893238434163701,0.536005939123978,0.9390080428954424,462.73,3
0.5841359773371105,0.6734875444839857,0.47438752783964233,0.7934316353887401,447.98,2
0.3722379603399434,0.24822064056939508,0.40237564959168637,0.6667560321715817,462.72,3
0.6507082152974505,0.588967971530249,0.5921801534273712,0.5621983914209117,442.42,2
0.6059490084985836,0.4101423487544483,0.38975501113585764,0.7420911528150136,444.69,2
0.3456090651558074,0.2427046263345195,0.5899529819351663,0.7194369973190351,466.7,3
0.49830028328611903,0.6987544483985765,0.6802771591190329,0.7445040214477212,453.84,3
0.8028328611898017,0.7466192170818503,0.5181885671863427,0.0970509383378016,436.92,2
0.14447592067988668,0.19074733096085406,0.7159119029943106,0.7875335120643432,486.37,4
0.7713881019830029,0.6176156583629894,0.5575352635486261,0.27600536193029496,440.43,2
0.6858356940509915,0.6709964412811388,0.4466716159366513,0.3806970509383379,446.82,2
0.11558073654390937,0.25124555160142337,0.30240039594159995,0.4593833780160858,484.91,4
0.7000000000000001,0.8234875444839856,0.3805988616679059,0.6667560321715817,437.76,2
0.7569405099150143,0.7601423487544482,0.5043306112348453,0.2274798927613942,438.91,2
0.41869688385269127,0.2523131672597865,0.3731749566938909,0.6034852546916891,464.19,3
0.5988668555240794,0.754982206405694,0.4206879485275934,0.8864611260053621,442.19,2
0.6274787535410765,0.3927046263345195,0.3833209601583789,0.5092493297587131,446.86,2
0.4439093484419264,0.3352313167259787,0.643405097748083,0.4819034852546917,457.15,3
0.138243626062323,0.32544483985765116,0.6743380351398187,0.5896782841823056,482.57,4
0.23909348441926348,0.2829181494661921,0.360059391239794,0.972117962466488,476.03,4
0.76657223796034,0.8402135231316724,0.3909923286315298,0.7209115281501342,428.89,1
0.28980169971671393,0.2645907473309608,0.6231130908191069,0.746916890080429,472.7,4
0.588385269121813,0.4793594306049821,0.39965355110121337,0.7162198391420911,445.6,2
0.37705382436260626,0.4749110320284696,0.5379856471170505,0.7348525469168901,464.78,3
0.6705382436260624,0.5976868327402135,0.597129423410049,0.3431635388739946,440.42,2
0.7382436260623231,0.8083629893238434,0.2739420935412049,0.6247989276139412,428.41,1
0.6206798866855524,0.8026690391459074,0.43949517446176856,0.6679624664879358,438.5,2
0.6569405099150142,0.6062277580071175,0.36995793120514975,0.5810991957104559,438.28,2
0.18725212464589236,0.27188612099644127,0.7290274684484075,0.9493297587131369,476.29,4
0.584985835694051,0.5895017793594305,0.4605295718881486,0.6029490616621984,448.46,2
0.7963172804532579,0.5663701067615657,0.3892600841375895,0.271313672922252,438.99,2
0.2796033994334278,0.24661921708185053,0.6189062113338295,0.43418230563002685,471.8,4
0.34645892351274793,0.30391459074733085,0.4912150457807485,0.7550938337801609,471.81,4
0.5113314447592068,0.6010676156583629,0.5748577084880004,0.5865951742627344,449.82,2
0.684985835694051,0.7601423487544482,0.5008661222469684,0.45013404825737274,442.14,2
0.6121813031161474,0.5948398576512456,0.4169759960405841,0.7504021447721181,441.46,2
0.24900849858356944,0.2644128113879003,0.45731254639940744,0.8076407506702414,477.62,4
0.5427762039660057,0.6496441281138788,0.45929225439248,0.5341823056300268,446.76,2
0.3492917847025497,0.2572953736654804,0.4842860678050016,0.7451742627345845,472.52,4
0.19121813031161478,0.27313167259786475,0.7023014105419456,0.9424932975871316,471.58,4
0.6529745042492918,0.836832740213523,0.20440485028458255,0.8670241286863272,440.85,2
0.7702549575070822,0.9284697508896796,0.4563226924028747,0.6644772117962467,431.37,2
0.7303116147308782,0.8293594306049822,0.38975501113585764,0.8399463806970511,437.33,2
0.24475920679886687,0.27313167259786475,0.5639693145261084,0.7495978552278821,469.22,3
0.1898016997167139,0.2743772241992882,0.7577332343479348,0.861662198391421,471.11,4
0.7934844192634561,0.7322064056939502,0.44766146993318756,0.2414209115281502,439.17,2
0.5878186968838527,0.6565836298932383,0.47562484533531446,0.5040214477211795,445.33,2
0.27110481586402274,0.24661921708185053,0.6367235832714684,0.4233243967828419,473.71,4
0.5223796033994335,0.576512455516014,0.578817124474142,0.6997319034852549,452.66,3
0.5838526912181304,0.6062277580071175,0.35214055926751087,0.8713136729222521,440.99,2
0.3694050991501417,0.24110320284697506,0.5342736946300448,0.474798927613941,467.42,3
0.6745042492917848,0.595373665480427,0.42390497401633453,0.5998659517426275,444.14,2
0.5110481586402267,0.5546263345195729,0.6849789656025749,0.6499999999999999,457.17,3
0.33597733711048167,0.5149466192170817,0.5699084385053226,0.6683646112600536,467.87,3
0.6396600566572238,0.8071174377224198,0.4179658500371204,0.7599195710455766,442.04,2
0.40396600566572244,0.34199288256227756,0.658995298193517,0.5682305630026812,471.36,4
0.27733711048158644,0.24448398576512453,0.4187082405345208,0.9990616621983917,460.7,3
0.8376770538243626,0.8090747330960854,0.43207126948775354,0.2911528150134049,431.33,2
0.7960339943342777,0.9163701067615658,0.14105419450631373,0.6280160857908847,432.6,2
0.5059490084985836,0.6055160142348753,0.5241276911655568,0.6985254691689009,447.61,2
0.7186968838526913,0.7016014234875446,0.5785696609750062,0.511260053619303,443.87,2
0.5546742209631729,0.4793594306049821,0.4036129670873585,0.7266756032171582,446.87,2
0.24475920679886687,0.2784697508896796,0.6849789656025749,0.9152815013404827,465.74,3
0.5,0.5610320284697509,0.5228903736698847,0.7961126005361931,447.86,2
0.6158640226628895,0.6690391459074733,0.6748329621380869,0.5978552278820375,447.65,2
0.6101983002832863,0.6781138790035587,0.46745854986389546,0.7865951742627346,437.87,2
0.2110481586402267,0.290035587188612,0.5934174709230398,0.6402144772117961,483.51,4
0.24050991501416435,0.28647686832740216,0.6265775798069804,0.8124664879356569,479.65,4
0.5419263456090653,0.583629893238434,0.5936649344221756,0.5344504021447722,455.16,3
0.6039660056657223,0.8165480427046262,0.23756495916852316,0.9253351206434317,431.91,2
0.3104815864022663,0.2871886120996441,0.5256124721603577,0.820911528150134,470.68,4
0.7501416430594902,0.7788256227758005,0.4058401385795598,0.4372654155495979,429.28,1
0.4906515580736544,0.6023131672597865,0.6292996782974534,0.8592493297587132,450.81,3
0.6410764872521247,0.8565836298932384,0.46028210838901273,0.8288203753351207,437.73,2
0.5243626062322947,0.34234875444839863,0.5511012125711474,0.1446380697050939,460.21,3
0.5305949008498584,0.7774021352313166,0.2155407077456104,0.7246648793565684,442.86,2
0.293201133144476,0.34946619217081853,0.7082405345211598,0.33458445040214485,482.99,4
0.7444759206798868,0.7101423487544484,0.5043306112348453,0.35388739946380704,440.0,2
0.21076487252124648,0.29288256227758,0.9987626825043314,0.6591152815013406,478.48,4
0.5648725212464589,0.4352313167259786,0.5473892600841381,0.7073726541554961,455.28,3
0.6201133144475921,0.7330960854092526,0.22717149220490285,0.7993297587131367,436.94,2
0.40821529745042495,0.22259786476868326,0.7292749319475398,0.7717158176943699,461.06,3
0.64985835694051,0.7845195729537365,0.5216530561742161,0.37439678284182315,438.28,2
0.24560906515580744,0.2530249110320284,0.4682009403612959,0.8485254691689008,472.61,4
0.7852691218130312,0.8083629893238434,0.2675080425637226,0.4735924932975872,426.85,1
0.3053824362606233,0.25551601423487535,0.6154417223459561,0.4769436997319035,470.18,4
0.6144475920679887,0.5170818505338078,0.4805741153179923,0.5727882037533514,455.38,3
0.7705382436260624,0.7330960854092526,0.33531304132640827,0.42975871313672925,428.32,1
0.224929178470255,0.3048042704626335,0.43751546646869954,0.7784182305630027,480.35,4
0.5025495750708215,0.5546263345195729,0.6758228161346231,0.7042895442359249,455.56,3
0.5450424929178471,0.5866548042704626,0.5011135857461042,0.5466487935656836,447.66,2
0.6490084985835695,0.7706405693950177,0.3427369463004233,0.7166219839142092,443.06,2
0.5490084985835695,0.596085409252669,0.5270972531551621,0.581769436997319,452.43,3
0.2538243626062323,0.2879003558718861,0.6693887651571409,0.610857908847185,477.81,4
