AT,V,AP,RH,PE,PE_Label,AT_V,AT_RH
0.1685552407932011,0.301067615658363,0.3867854491462523,0.774128686327078,483.8,4,0.0507465244523303,0.1304834471287851
0.7201133144475922,0.68576512455516,0.5298193516456315,0.289946380697051,443.61,2,0.4938285967759822,0.20879424921583675
0.7237960339943343,0.4135231316725979,0.2546399406087616,0.3936997319034853,436.06,2,0.2993064026695433,0.28495830453637533
0.7269121813031162,0.8071174377224198,0.4226676565206659,0.6576407506702415,443.25,2,0.5867034972225862,0.478047072583524
0.3623229461756374,0.248220640569395,0.4508784954219287,0.6294906166219838,464.16,3,0.08993603379270713,0.2280788948043958
0.1728045325779037,0.2597864768683274,0.7592180153427392,0.8428954423592494,475.52,4,0.04489228070529171,0.14565615292893547
0.113314447592068,0.1855871886120996,0.4763672358327149,0.8943699731903487,484.41,4,0.021029709757745,0.10134503945499704
0.8135977337110483,0.708540925266904,0.4899777282850799,0.2183646112600536,437.89,2,0.5764672910386823,0.17766095284387368
0.624929178470255,0.686476868327402,0.6466221232368241,0.2509383378016086,445.11,2,0.4289994253626767,0.1568186892890506
0.6878186968838528,0.5880782918149464,0.5134867607027971,0.5230563002680966,438.86,2,0.40449124434183853,0.3597679028472914
0.7779036827195468,0.738256227758007,0.4508784954219287,0.5052278820375335,440.98,2,0.5742922383635942,0.3930186300495941
0.7243626062322946,0.8683274021352311,0.4253897550111389,0.7111260053619304,436.65,2,0.6289839000735937,0.5151130866035286
0.651558073654391,0.686476868327402,0.6401880722593418,0.2540214477211797,444.26,2,0.447279545935701,0.1655097251441114
0.309915014164306,0.3322064056939502,0.3563474387527847,0.8565683646112601,465.86,3,0.10295575292611377,0.2654633968511951
0.6473087818696884,0.6827402135231316,0.4580549368968079,0.6563002680965146,444.37,2,0.4419437359491093,0.42482892708230485
0.4127478753541077,0.3930604982206406,0.4253897550111389,0.8485254691689008,450.69,3,0.16223488552619642,0.3502270845833112
0.3427762039660057,0.248932384341637,0.539470428111855,0.6695710455764077,469.02,3,0.0853280977488331,0.22951302128823042
0.6053824362606233,0.4615658362989323,0.4738926008413777,0.7115281501340485,448.86,2,0.27942385047331963,0.4307466449961648
0.5852691218130311,0.3930604982206406,0.3645137342242037,0.6848525469168902,447.14,2,0.23004617261298682,0.40082304870546603
0.3280453257790369,0.346797153024911,0.602573620390995,0.735656836461126,469.18,3,0.11376518504329944,0.24132878657846574
0.211614730878187,0.2879003558718861,0.6295471417965892,0.7282841823056301,482.8,4,0.06092395632756344,0.15411566124144638
0.2835694050991502,0.3113879003558718,0.5253650086612254,0.840750670241287,476.7,4,0.08830008165898803,0.23841116739703355
0.2396600566572238,0.2718861209964412,0.6864637465973793,0.7914209115281501,474.99,4,0.06516024316231991,0.18967198049654815
0.5980169971671389,0.686476868327402,0.6530561742143028,0.2296246648793565,444.22,2,0.4105248354218543,0.13731945256666336
0.4019830028328612,0.2225978647686832,0.6768126701311559,0.7084450402144773,461.33,3,0.08948055810389843,0.2847828646074627
0.5498583569405099,0.3215302491103202,0.4471665429349194,0.4760053619302949,448.06,2,0.1767960944824735,0.2617355262058647
0.3300283286118981,0.344306049822064,0.5350160851274453,0.3276139410187668,474.6,4,0.1136307501537407,0.10812188138438057
0.2147308781869689,0.2624555160142349,0.8970551843603118,0.6934316353887402,473.05,4,0.056357303438750735,0.1489011840296502
0.8288951841359774,0.8565836298932384,0.4377629299678318,0.242627345844504,432.06,2,0.7100180456282198,0.2011126385102036
0.3118980169971672,0.2359430604982205,0.6389507547636732,0.780697050938338,467.41,3,0.07359017269363763,0.24349786206320403
0.8713881019830029,0.9530249110320284,0.4630042068794857,0.5483914209115281,430.12,2,0.8304545683667194,0.47786175941185854
0.178470254957507,0.299288256227758,0.5426874536005961,0.9052278820375336,473.62,4,0.053414051394755656,0.1615562509018827
0.3430594900849859,0.249644128113879,0.4961643157634263,0.7367292225201072,471.81,4,0.08564278729345821,0.25274195140845607
0.6014164305949009,0.6062277580071175,0.4291017074981447,0.5821715817694371,442.99,2,0.36459533434818997,0.3501275547015623
0.7223796033994334,0.6953736654804269,0.5384805741153187,0.4250670241286864,442.77,2,0.5023237526841611,0.3070597483082579
0.1161473087818697,0.2485765124555159,0.4278643900024761,0.9379356568364612,491.49,5,0.028871492948091083,0.10893870235211023
0.6643059490084987,0.6355871886120995,0.5144766146993334,0.6187667560321717,447.46,2,0.4222243505086044,0.41105043708086203
0.7410764872521247,0.595729537366548,0.2316258351893125,0.4332439678284183,446.11,2,0.44148115290393475,0.32106691780145674
0.6875354107648726,0.4793594306049821,0.3499133877753024,0.5064343163538876,442.44,2,0.3295765830250118,0.3481915257197975
0.7705382436260624,0.7179715302491102,0.5127443702053966,0.3017426273458445,446.22,2,0.5532245218916657,0.2325042341021805
0.2937677053824363,0.2622775800711744,0.5884682009403619,0.8888739946380699,471.49,4,0.0770486828707671,0.26112247377894576
0.3385269121813031,0.3649466192170818,0.3959415986142041,0.8272117962466488,463.5,3,0.12354425211456452,0.2800334551033273
0.6711048158640227,0.5948398576512456,0.5723830734966597,0.520643431635389,440.01,2,0.39919989313762066,0.3494063143184806
0.7492917847025496,0.711387900355872,0.5362534026231138,0.2391420911528149,441.03,2,0.5330371094734508,0.1791872042773925
0.5546742209631729,0.6690391459074733,0.6582529076961166,0.6257372654155495,452.68,3,0.37109876705009426,0.3470803302219961
0.1543909348441926,0.2727758007117437,0.6815144766147014,0.8667560321715819,474.91,4,0.04211411087475929,0.1338192740888136
0.2473087818696884,0.154270462633452,0.6389507547636732,0.6493297587131368,478.77,4,0.0381524401923523,0.16058495165908457
0.7337110481586403,0.8715302491103202,0.1299183370452858,0.620509383378016,434.2,2,0.6394513725766939,0.45527459007055565
0.603399433427762,0.7640569395017792,0.6171739668398928,0.8184986595174264,437.91,2,0.4610315244019234,0.4938816274141978
0.1614730878186969,0.2784697508896796,0.7849542192526577,0.96313672922252,477.61,4,0.04496537054025989,0.15552066165916048
0.698300283286119,0.8774021352313167,0.5879732739420938,0.7892761394101877,431.65,2,0.6126901595878742,0.5511517517411084
0.779886685552408,0.8715302491103202,0.1408067310071779,0.7505361930294907,430.57,2,0.6796948373373121,0.5853331839688919
0.2410764872521247,0.301067615658363,0.3942093541202709,0.6715817694369974,481.09,4,0.07258032320829091,0.16190257387843765
0.5929178470254958,0.6345195729537366,0.4125216530561744,0.7218498659517427,445.56,2,0.37621797909126653,0.42799766839575004
0.3305949008498584,0.2578291814946619,0.490472655283348,0.4470509383378016,475.74,4,0.08523701269242788,0.14779276063462166
0.671671388101983,0.7898576512455516,0.4323187329868858,0.8646112600536195,435.12,2,0.5305247850150716,0.5807346452088192
0.560056657223796,0.7453736654804269,0.6062855728780008,0.7163538873994639,446.15,2,0.41745148347161587,0.40119876356621537
0.7322946175637395,0.9163701067615658,0.2083642662707241,0.5886058981233244,436.64,2,0.671052896877804,0.43103293106198126
0.7124645892351276,0.7845195729537365,0.5196733481811435,0.3473190348525469,436.69,2,0.5589424152914015,0.24745251349976077
0.2968838526912181,0.299288256227758,0.5850037119524885,0.7717158176943699,468.75,3,0.08885385057413324,0.22910996513985823
0.3980169971671388,0.3142348754448398,0.4773570898292512,0.1979892761394102,466.6,3,0.12507082152974502,0.07880309716030348
0.341643059490085,0.3508896797153024,0.7802524127691193,0.7524128686327078,465.48,3,0.11987902372143193,0.2570566344393897
0.6311614730878188,0.8597864768683275,0.5454095520910656,0.924798927613941,441.34,2,0.5426640992811994,0.5836974534628501
0.5280453257790368,0.7845195729537365,0.4860183122989383,0.888069705093834,441.83,2,0.41426189348038667,0.46894105674076675
0.3756373937677054,0.2480427046263345,0.646127196238556,0.5101876675603216,464.7,3,0.09317411510892905,0.1916455657747837
0.8756373937677054,0.7898576512455516,0.4135115070527106,0.3189008042895443,437.99,2,0.6916288951841361,0.27924146913852166
0.4651558073654392,0.597864768683274,0.5607522890373673,0.5904825737265416,459.12,3,0.27810026917221986,0.2746663983169919
0.9560906515580736,0.7754448398576511,0.33828260331601,0.1768096514745308,429.69,1,0.7413955621868477,0.16904605488004004
0.4688385269121813,0.4638790035587188,0.4375154664686995,0.8660857908847186,459.8,3,0.21748434869396024,0.406054386377963
0.6951841359773372,0.6884341637010675,0.4187082405345208,0.7463806970509383,433.63,2,0.4785885092698073,0.5188720199895193
0.6830028328611899,0.6332740213523133,0.5377381836179183,0.306970509383378,442.84,2,0.4325279505610276,0.20966172751368964
0.1756373937677053,0.290035587188612,0.5345211581291771,0.6857908847184988,485.13,4,0.05094109463369387,0.12045052366160595
0.5048158640226629,0.4868327402135231,0.796832467211086,0.3431635388739946,459.12,3,0.2457608903854102,0.17323439837775023
0.5158640226628896,0.7466192170818503,0.47414006434051,0.6806970509383379,445.31,2,0.3851539927212605,0.3511471189118168
0.2342776203966006,0.2733096085409252,0.7376886909180911,0.5595174262734584,480.8,4,0.06403032472049437,0.13108241119777625
0.7201133144475922,0.7316725978647688,0.3053699579312052,0.3595174262734585,432.55,2,0.5268871795388789,0.2588932854354481
0.6107648725212466,0.6834519572953736,0.5080425637218511,0.6820375335120643,443.86,2,0.4174284475719053,0.4165645672102014
0.4796033994334278,0.6023131672597865,0.6288047512991852,0.884584450402145,449.77,2,0.28887144254130837,0.4242497094988191
0.368271954674221,0.3261565836298932,0.6013363028953265,0.6211796246648795,470.71,4,0.12011432258324681,0.22876303457913413
0.6031161473087819,0.4615658362989323,0.4711705023509047,0.7304289544235925,452.17,3,0.278377808917968,0.440533496874739
0.2524079320113315,0.2850533807829182,0.7104677060133646,0.5121983914209116,478.29,4,0.071949734356255,0.1292829367580828
0.7832861189801701,0.8288256227758005,0.3481811432813693,0.4919571045576408,428.54,1,0.6492076053753792,0.3853431711336762
0.1781869688385269,0.2718861209964412,0.6872061370947797,0.8509383378016087,478.27,4,0.04844656376962082,0.1516261230813631
0.7218130311614731,0.6637010676156582,0.364761197723336,0.4351206434316354,439.58,2,0.479068079400764,0.3140757505563193
0.43314447592068,0.4329181494661921,0.3127938629052238,0.7541554959785524,457.32,3,0.1875161049670844,0.32665828706833056
0.2742209631728046,0.3352313167259787,0.6409304627567458,0.8790884718498662,475.51,4,0.0919274545582854,0.2410644874647792
0.619830028328612,0.7158362989323844,0.4444444444444464,0.8493297587131368,439.66,2,0.4436968334459086,0.5264400884034968
0.3314447592067989,0.2763345195729537,0.4488987874288561,0.7945040214477213,471.99,4,0.09158962830038408,0.26333419407757336
0.2218130311614731,0.248932384341637,0.549616431576343,0.8873994638069707,479.81,4,0.05521644672507133,0.1968367649180901
0.6753541076487253,0.9530249110320284,0.4439495174461783,0.8176943699731904,434.78,2,0.6436292883570414,0.5522332515626307
0.5603399433427763,0.6496441281138788,0.4526107399158618,0.4242627345844504,446.58,2,0.36402155394029817,0.23773135665950226
0.7413597733711049,0.5866548042704626,0.520415738678544,0.3845844504021448,437.76,2,0.43492227274102,0.285115440992185
0.4813031161473088,0.2555160142348753,0.2066320217767909,0.5126005361930295,459.36,3,0.1229806538767856,0.24671623540848645
0.46657223796034,0.344306049822064,0.5963870329126486,0.1092493297587132,462.28,3,0.1606436442087647,0.05097270428118998
0.3325779036827196,0.3224199288256226,0.5738678544914642,0.5588471849865952,464.33,3,0.10722974403435723,0.18586022526183085
0.6,0.3709964412811387,0.440979955456573,0.4631367292225202,444.36,2,0.2225978647686832,0.2778820375335121
0.6269121813031162,0.6055160142348753,0.5303142786439032,0.6567024128686327,438.64,2,0.37960536529795447,0.41169474211849416
0.3379603399433428,0.154270462633452,0.6384558277654087,0.5600536193029491,470.49,4,0.052137297994818206,0.18927591156612414
0.5521246458923513,0.2800711743772242,0.2219747587230891,0.2304289544235925,455.13,3,0.15463419797767988,0.1272255048644708
0.7288951841359774,0.7396797153024911,0.5981192774065818,0.397319034852547,450.22,3,0.5391489822870567,0.28960393106957605
0.651558073654391,0.6827402135231316,0.4070774560752319,0.7781501340482575,440.43,2,0.44484489832951923,0.5070100023543888
0.0895184135977337,0.3112099644128113,0.5228903736698847,0.8474530831099196,482.98,4,0.027859022310042027,0.07586265559850838
0.379886685552408,0.4540925266903914,0.5270972531551621,0.9994638069705096,460.44,3,0.17250370489853117,0.3796829929596186
0.6252124645892352,0.5131672597864769,0.4929472902746852,0.5222520107238606,444.97,2,0.32083856723760756,0.3265184667613486
0.8838526912181304,0.7706405693950177,0.3046275674338048,0.346514745308311,433.94,2,0.6811327412216588,0.3062679901875157
0.6847025495750709,0.8508896797153026,0.4798317248205883,0.8072386058981234,439.73,2,0.5826063331081832,0.552718331573871
0.7470254957507083,0.8633451957295372,0.3217025488740432,0.668230563002681,434.48,2,0.6449408728438498,0.4991852676028527
0.5626062322946176,0.6313167259786477,0.6196486018312299,0.7516085790884719,442.33,2,0.3551827245874205,0.4228596708412763
0.4492917847025496,0.351067615658363,0.5288294976490988,0.3533512064343164,457.67,3,0.15773179559041464,0.15875779416567304
0.5541076487252126,0.576512455516014,0.6411779262558781,0.597319034852547,454.66,3,0.31944996118677726,0.3309790459409581
0.7614730878186969,0.7453736654804269,0.6142044048502875,0.3789544235924932,432.21,2,0.5675819866321212,0.28856359507553025
0.4192634560906516,0.3275800711743772,0.4790893343231879,0.6926273458445042,457.66,3,0.13734235278699103,0.29039333480166185
0.7393767705382437,0.6832740213523131,0.430091561494681,0.5376675603217158,435.21,2,0.5051969393001522,0.3975389043738466
0.5427762039660057,0.3927046263345195,0.3650086612224719,0.6115281501340484,448.22,2,0.2131507263617392,0.3319229279481124
0.2546742209631729,0.290035587188612,0.5171987131898064,0.7560321715817695,475.51,4,0.07386458721885616,0.192541904320683
0.5325779036827195,0.6681494661921706,0.5035882207374414,0.7235924932975872,446.53,2,0.3558416420513543,0.3853693732009813
0.6696883852691219,0.5686832740213522,0.4654788418708264,0.2886058981233244,441.3,2,0.3808405835089169,0.1932760178933538
0.8031161473087819,0.7825622775800712,0.3657510517198723,0.4306970509383378,433.54,2,0.6284884013992924,0.34589975620685204
0.090084985835694,0.2434163701067615,0.6820094036129696,0.7148793565683647,472.52,4,0.02192816025324366,0.06439989671069117
0.2464589235127479,0.3455516014234875,0.4875030932937427,0.8006702412868634,474.77,4,0.08516427570493885,0.19733232575625245
0.9059490084985836,0.7774021352313166,0.216035634743875,0.1953083109919571,435.1,2,0.7042866936174931,0.17693937069469656
0.5532577903682719,0.6128113879003557,0.5946547884187083,0.690348525469169,450.74,3,0.33904267438226476,0.3819406997850672
0.611614730878187,0.7064056939501778,0.5303142786439032,0.5605898123324398,442.7,2,0.4320481283961569,0.3428649872027585
0.8611898016997168,0.7612099644128113,0.2585993565949032,0.4943699731903485,426.56,1,0.6555462583045175,0.42574637917809055
0.3526912181303117,0.3017793594306049,0.5718881464983916,0.6953083109919573,463.71,3,0.10643492988416521,0.245229135179883
0.7337110481586403,0.7396797153024911,0.5929225439247716,0.4451742627345845,447.06,2,0.5427111792162754,0.32662927492424193
0.5705382436260623,0.576512455516014,0.6218757733234348,0.56514745308311,452.27,3,0.328922403798655,0.32243823527178
0.6784702549575071,0.686476868327402,0.6335065577827272,0.2222520107238606,445.78,2,0.4657541358765235,0.1507913783806363
0.6195467422096318,0.7640569395017792,0.6196486018312299,0.7855227882037534,438.65,2,0.47336898773098907,0.486668084363062
0.18328611898017,0.2741992882562277,0.4617668893838171,0.8609919571045579,480.15,4,0.05025692337160888,0.15780787429083543
0.6127478753541077,0.6612099644128114,0.5832714674585517,0.5583109919571045,447.19,2,0.40515500085691536,0.34210387410856014
0.6660056657223796,0.4101423487544483,0.3855481316505837,0.6243967828418231,443.04,2,0.27315712802314673,0.4158517950314805
0.0603399433427762,0.2587188612099643,0.3754021281860922,0.9642091152815012,488.81,4,0.015611081427116825,0.05818032338667415
0.4388101983002834,0.576512455516014,0.5783221974758739,0.8335120643431635,455.75,3,0.2529795449275654,0.3657535942401021
0.4643059490084986,0.4275800711743772,0.6419203167532821,0.9482573726541556,455.86,3,0.19852797072374057,0.4402815393144932
0.5558073654390935,0.3845195729537366,0.5209106656768157,0.4784182305630027,457.68,3,0.21371881080318167,0.26590837630725533
0.264872521246459,0.2613879003558718,0.5459044790893373,0.8420911528150135,479.11,4,0.06923447219057796,0.2230468067654498
0.8093484419263457,0.8683274021352311,0.360059391239794,0.6596514745308311,432.84,2,0.7027794300001007,0.5338878931259446
0.6104815864022664,0.6612099644128114,0.5763424894828013,0.5713136729222521,448.37,2,0.4036565080197192,0.348776477378882
0.563172804532578,0.3930604982206406,0.3630289532293993,0.6922252010723862,447.06,2,0.22136098313389055,0.38984240785606344
0.6178470254957508,0.4243772241992882,0.5248700816629572,0.3214477211796246,443.53,2,0.26220020565967356,0.19860551838321852
0.568271954674221,0.642170818505338,0.4513734224201933,0.8935656836461128,445.21,2,0.3649276662667728,0.5077883176753831
0.7773371104815865,0.7322064056939502,0.5602573620390991,0.1084450402144772,441.7,2,0.5691712116782436,0.08429835420638115
0.5161473087818698,0.7384341637010675,0.4988864142538993,0.5231903485254692,450.93,3,0.3811408063068967,0.2700432903720694
0.4626062322946176,0.4345195729537366,0.2489482801286833,0.9990616621983917,451.44,3,0.20101146250239432,0.46217215137959594
0.6351274787535411,0.5610320284697509,0.4808215788171281,0.569436997319035,441.29,2,0.35632685774197775,0.36166508441622564
0.4617563739376771,0.346797153024911,0.5342736946300448,0.3134048257372654,458.85,3,0.16013579587269264,0.14471667590700926
0.1348441926345609,0.3254448398576511,0.6273199703043808,0.6556300268096515,481.46,4,0.04388434667768893,0.08840790163212299
0.3045325779036827,0.3211743772241991,0.5949022519178442,0.74343163538874,467.19,3,0.0978080610526952,0.2263991524200837
0.328328611898017,0.288612099644128,0.6832467211086382,0.6113941018766758,461.54,3,0.0947596100531287,0.20073817679180372
0.7164305949008499,0.4889679715302492,0.3313536253402631,0.3792225201072386,439.08,2,0.3503116147308783,0.2716866156802285
0.353257790368272,0.3092526690391459,0.8883939618906211,0.6046916890080429,467.22,3,0.1092459145302592,0.21361204991303956
0.4101983002832862,0.3377224199288257,0.6582529076961166,0.453083109919571,468.8,3,0.1385331626223625,0.18585392157607336
0.8337110481586403,0.8295373665480427,0.2912645384805756,0.4237265415549598,426.93,1,0.6915944673515269,0.35326549909242116
0.2481586402266289,0.2201067615658362,0.7787676317743113,0.5995978552278822,474.65,4,0.054621394654864736,0.14879538843615434
0.3396600566572239,0.3354092526690391,0.7433803513981694,0.7749329758713139,468.97,3,0.11392512576492293,0.2632137784900016
0.6654390934844193,0.8224199288256228,0.4278643900024761,0.8284182305630028,433.97,2,0.5472703719012431,0.5512618763718112
0.4603399433427762,0.4412811387900355,0.4115317990596381,0.9990616621983917,450.53,3,0.20313933442884072,0.45990798897234747
0.6688385269121814,0.5992882562277578,0.4724078198465733,0.5793565683646114,444.51,2,0.40082707449114346,0.38749599374188315
0.3756373937677054,0.2727758007117437,0.5543182380598886,0.6088471849865953,469.03,3,0.10246479086225839,0.22870576977116866
0.281586402266289,0.8145907473309607,0.6550358822073754,0.6718498659517429,466.56,3,0.2293776778603329,0.1891837866164398
0.5218130311614732,0.4749110320284696,0.4766146993318507,0.2939678284182306,457.57,3,0.2478147651547992,0.15339624361087276
0.7223796033994334,0.6081850533807828,0.3303637713437268,0.6223860589812331,440.13,2,0.4393404776546731,0.44959899444819956
0.7580736543909349,0.7914590747330962,0.264291017074985,0.5494638069705093,433.24,2,0.5999842730837862,0.41653403610568923
0.4558073654390935,0.3266903914590746,0.3897550111358576,0.6591152815013406,452.55,3,0.14890788664522692,0.30042959998177254
0.6237960339943343,0.8186832740213522,0.2264291017074988,0.5257372654155497,443.29,2,0.5106913794320163,0.32795282108924656
0.7396600566572239,0.8830960854092526,0.3113090819104194,0.6644772117962467,431.76,2,0.6531909005675803,0.49148725212464606
0.439943342776204,0.3455516014234875,0.3692155407077457,0.4131367292225201,454.97,3,0.15202312663191958,0.18175675367778293
0.4569405099150143,0.6709964412811388,0.4832962138084653,0.922117962466488,456.7,3,0.3066054560301635,0.421353051971231
0.130028328611898,0.2587188612099643,0.3677307597129449,0.8175603217158178,486.03,4,0.03364078110350527,0.10630600217211342
0.2824362606232295,0.2597864768683274,0.4573125463994074,0.7693029490616623,472.79,4,0.0733731210871735,0.21727904821939872
0.523229461756374,0.5674377224199288,0.4263796090076717,0.8426273458445042,452.03,3,0.29690013408204213,0.4408874526274219
0.5447592067988669,0.5131672597864769,0.4793367978223237,0.8049597855227884,443.41,2,0.27955258939642924,0.4385092542663802
0.660056657223796,0.7466192170818503,0.5345211581291771,0.4400804289544236,441.93,2,0.4928109846460938,0.29047801684527114
0.8065155807365441,0.8117437722419928,0.3617916357337307,0.6530831099195711,432.64,2,0.6546839998790238,0.5267217036660111
0.1793201133144476,0.193594306049822,0.5013610492452365,0.8349865951742628,480.25,4,0.03471535289788593,0.1497298908626936
0.4263456090651558,0.253914590747331,0.2865627319970336,0.7766756032171582,466.68,3,0.10825537084270062,0.3311322330996666
0.1257790368271955,0.2617437722419928,0.6755753526354908,0.5319034852546916,494.39,5,0.03292187956811468,0.06690230806036349
0.5818696883852692,0.5170818505338078,0.4842860678050016,0.6628686327077751,454.72,3,0.3008742552397851,0.38570316475404254
0.4580736543909349,0.5603202846975089,0.4798317248205883,0.7903485254691689,448.71,2,0.25666796044075696,0.36203783730414907
0.5490084985835695,0.3046263345195729,0.5082900272209869,0.7367292225201072,469.76,3,0.1672424465436069,0.40447060431840454
0.5419263456090653,0.347508896797153,0.4145013610492469,0.6646112600536194,450.71,3,0.18832422650791894,0.36017035141149406
0.6351274787535411,0.5948398576512456,0.4184607770353885,0.6727882037533512,444.01,2,0.3777991390521509,0.4273062755849897
0.4920679886685553,0.5843416370106761,0.608017817371941,0.6857908847184988,453.2,3,0.2875358140191344,0.33745574129066075
0.5402266288951841,0.5781138790035586,0.4825538233110613,0.8030831099195712,450.87,3,0.3123125119716108,0.4338468811945106
0.6192634560906517,0.6850533807829181,0.6627072506805263,0.4341823056300268,441.73,2,0.4242285241902151,0.268873235157858
0.3487252124645892,0.2519572953736655,0.6315268497896582,0.7072386058981233,465.09,3,0.08786386136118476,0.2466319331049829
0.6634560906515581,0.6987544483985765,0.685473892600843,0.3571045576407507,447.28,2,0.46359289465990544,0.23692319376618645
0.1339943342776204,0.2485765124555159,0.4615194258846813,0.9132707774798928,491.16,5,0.03330784430352947,0.12237310984362303
0.5175637393767705,0.6612099644128114,0.6211333828260344,0.6726541554959786,450.98,3,0.34221830169467604,0.34814140002582233
0.6475920679886686,0.6797153024911032,0.5162088591932701,0.5630026809651476,446.3,2,0.44017823838375697,0.3645960704493846
0.7368271954674221,0.9676156583629892,0.383073496659243,0.5884718498659518,436.48,2,0.7129655318419647,0.4336020627482552
0.3892351274787536,0.2966192170818506,0.6067804998762689,0.6571045576407506,460.84,3,0.1154546187735022,0.25576817626016757
0.6359773371104817,0.7855871886120996,0.5082900272209869,0.370911528150134,442.56,2,0.49961564828163285,0.23589132597650167
0.3297450424929178,0.2870106761565836,0.6755753526354908,0.8466487935656837,467.3,3,0.09464034760517373,0.27917824241089395
0.2620396600566573,0.2718861209964412,0.7072506805246235,0.9463806970509384,479.13,4,0.07124494672003065,0.24798927613941027
0.6543909348441926,0.4793594306049821,0.3917347191289302,0.5723860589812333,441.15,2,0.3136884659199741,0.3745642482285124
0.5830028328611898,0.5992882562277578,0.4674585498638954,0.8154155495978554,445.52,2,0.3493867510812254,0.47538957537461374
0.2872521246458924,0.2727758007117437,0.5624845335313076,0.8013404825737267,475.4,4,0.0783554283064329,0.2301867561840677
0.3694050991501417,0.2727758007117437,0.544914625092801,0.6310991957104559,469.3,3,0.10076477170768096,0.23313126096499565
0.2351274787535411,0.2893238434163701,0.6008413758970548,0.9686327077747988,463.57,3,0.06802798584577541,0.22775216641730398
0.6192634560906517,0.7706405693950177,0.3419945558030228,0.6924932975871314,445.32,2,0.47722954240722637,0.42883579278341916
0.4059490084985837,0.3354092526690391,0.6797822321207647,0.737667560321716,461.03,3,0.13615905356224736,0.29945541471416975
0.3767705382436261,0.3161921708185053,0.54689433308587,0.2861930294906166,466.74,3,0.11913189438770881,0.10782910176275358
0.6325779036827196,0.6140569395017793,0.6330116307844627,0.4316353887399464,444.04,2,0.38843885153186214,0.273043009364391
0.8008498583569406,0.7453736654804269,0.6114823063598145,0.369034852546917,434.01,2,0.5969323944229935,0.2955415093909729
0.3671388101983003,0.3476868327402135,0.6832467211086382,0.7875335120643432,465.23,3,0.12764933009385743,0.28913411661059174
0.7305949008498585,0.7825622775800712,0.4142538975501111,0.6168900804289545,440.6,2,0.5717360095974515,0.45069674714625324
0.3422096317280454,0.3466192170818506,0.7614451868349441,0.9036193029490618,466.74,3,0.11861643462744353,0.30922722888455156
0.7093484419263457,0.8939501779359428,0.6072754268745371,0.6567024128686327,433.48,2,0.6341221658786406,0.4658308333776364
0.3002832861189802,0.2775800711743772,0.7540212818609291,0.7158176943699732,473.59,4,0.0833526559333824,0.2149480895275274
0.3192634560906516,0.291459074733096,0.6894333085869846,0.5211796246648794,474.81,4,0.09305223150827174,0.16639360821453802
